Date,Open,High,Low,Close,Adj Close,Volume,company_name
2020-01-02,74.05999755859375,75.1500015258789,73.79750061035156,75.0875015258789,73.89431762695312,135480400,APPLE
2020-01-03,74.2874984741211,75.1449966430664,74.125,74.35749816894531,73.17591857910156,146322800,APPLE
2020-01-06,73.44750213623047,74.98999786376953,73.1875,74.94999694824219,73.7590103149414,118387200,APPLE
2020-01-07,74.95999908447266,75.2249984741211,74.37000274658203,74.59750366210938,73.41212463378906,108872000,APPLE
2020-01-08,74.29000091552734,76.11000061035156,74.29000091552734,75.79750061035156,74.5930404663086,132079200,APPLE
2020-01-09,76.80999755859375,77.60749816894531,76.55000305175781,77.40750122070312,76.17747497558594,170108400,APPLE
2020-01-10,77.6500015258789,78.1675033569336,77.0625,77.5824966430664,76.34967041015625,140644800,APPLE
2020-01-13,77.91000366210938,79.26750183105469,77.7874984741211,79.23999786376953,77.98084259033203,121532000,APPLE
2020-01-14,79.17500305175781,79.39250183105469,78.0425033569336,78.16999816894531,76.92784881591797,161954400,APPLE
2020-01-15,77.9625015258789,78.875,77.38749694824219,77.83499908447266,76.59817504882812,121923600,APPLE
2020-01-16,78.39749908447266,78.92500305175781,78.02249908447266,78.80999755859375,77.55766296386719,108829200,APPLE
2020-01-17,79.06749725341797,79.68499755859375,78.75,79.68250274658203,78.41631317138672,137816400,APPLE
2020-01-21,79.29750061035156,79.75499725341797,79.0,79.14250183105469,77.88489532470703,110843200,APPLE
2020-01-22,79.6449966430664,79.99749755859375,79.32749938964844,79.42500305175781,78.16290283203125,101832400,APPLE
2020-01-23,79.4800033569336,79.88999938964844,78.9124984741211,79.80750274658203,78.53932189941406,104472000,APPLE
2020-01-24,80.0625,80.8324966430664,79.37999725341797,79.57749938964844,78.31297302246094,146537600,APPLE
2020-01-27,77.51499938964844,77.94249725341797,76.22000122070312,77.23750305175781,76.01016235351562,161940000,APPLE
2020-01-28,78.1500015258789,79.5999984741211,78.04750061035156,79.42250061035156,78.16043853759766,162234000,APPLE
2020-01-29,81.11250305175781,81.9625015258789,80.34500122070312,81.08499908447266,79.79652404785156,216229200,APPLE
2020-01-30,80.13500213623047,81.02249908447266,79.6875,80.96749877929688,79.68087768554688,126743200,APPLE
2020-01-31,80.23249816894531,80.66999816894531,77.07250213623047,77.37750244140625,76.14794921875,199588400,APPLE
2020-02-03,76.07499694824219,78.37249755859375,75.55500030517578,77.16500091552734,75.9388198852539,173788400,APPLE
2020-02-04,78.82749938964844,79.91000366210938,78.40750122070312,79.7125015258789,78.44583892822266,136616400,APPLE
2020-02-05,80.87999725341797,81.19000244140625,79.73750305175781,80.36250305175781,79.08551025390625,118826800,APPLE
2020-02-06,80.64250183105469,81.30500030517578,80.06500244140625,81.30249786376953,80.01056671142578,105425600,APPLE
2020-02-07,80.59249877929688,80.8499984741211,79.5,80.00749969482422,78.92300415039062,117684000,APPLE
2020-02-10,78.54499816894531,80.38749694824219,78.4625015258789,80.38749694824219,79.2978515625,109348800,APPLE
2020-02-11,80.9000015258789,80.9749984741211,79.67749786376953,79.90249633789062,78.81941986083984,94323200,APPLE
2020-02-12,80.36750030517578,81.80500030517578,80.36750030517578,81.80000305175781,80.69121551513672,113730400,APPLE
2020-02-13,81.04750061035156,81.55500030517578,80.8375015258789,81.21749877929688,80.11660766601562,94747600,APPLE
2020-02-14,81.18499755859375,81.49500274658203,80.7125015258789,81.23750305175781,80.13633728027344,80113600,APPLE
2020-02-18,78.83999633789062,79.9375,78.65249633789062,79.75,78.66899871826172,152531200,APPLE
2020-02-19,80.0,81.14250183105469,80.0,80.90499877929688,79.80834197998047,93984000,APPLE
2020-02-20,80.65750122070312,81.1624984741211,79.55249786376953,80.07499694824219,78.98959350585938,100566000,APPLE
2020-02-21,79.65499877929688,80.11250305175781,77.625,78.26249694824219,77.20166778564453,129554000,APPLE
2020-02-24,74.31500244140625,76.04499816894531,72.30750274658203,74.54499816894531,73.53455352783203,222195200,APPLE
2020-02-25,75.23750305175781,75.63249969482422,71.53250122070312,72.0199966430664,71.04376983642578,230673600,APPLE
2020-02-26,71.63249969482422,74.47000122070312,71.625,73.1624984741211,72.17078399658203,198054800,APPLE
2020-02-27,70.2750015258789,71.5,68.23999786376953,68.37999725341797,67.453125,320605600,APPLE
2020-02-28,64.31500244140625,69.60250091552734,64.09249877929688,68.33999633789062,67.41365814208984,426510000,APPLE
2020-03-02,70.56999969482422,75.36000061035156,69.43000030517578,74.70249938964844,73.6899185180664,341397200,APPLE
2020-03-03,75.9175033569336,76.0,71.44999694824219,72.33000183105469,71.34957122802734,319475600,APPLE
2020-03-04,74.11000061035156,75.8499984741211,73.28250122070312,75.68499755859375,74.65908813476562,219178400,APPLE
2020-03-05,73.87999725341797,74.88749694824219,72.85250091552734,73.2300033569336,72.23738098144531,187572800,APPLE
2020-03-06,70.5,72.70500183105469,70.30750274658203,72.25749969482422,71.27806091308594,226176800,APPLE
2020-03-09,65.9375,69.52249908447266,65.75,66.5425033569336,65.64051818847656,286744800,APPLE
2020-03-10,69.28500366210938,71.61000061035156,67.34249877929688,71.33499908447266,70.3680648803711,285290000,APPLE
2020-03-11,69.34750366210938,70.30500030517578,67.96499633789062,68.85749816894531,67.92413330078125,255598800,APPLE
2020-03-12,63.98500061035156,67.5,62.0,62.057498931884766,61.21631622314453,418474000,APPLE
2020-03-13,66.22250366210938,69.9800033569336,63.23749923706055,69.49250030517578,68.55054473876953,370732000,APPLE
2020-03-16,60.48749923706055,64.7699966430664,60.0,60.5525016784668,59.731712341308594,322423600,APPLE
2020-03-17,61.877498626708984,64.40249633789062,59.599998474121094,63.21500015258789,62.35812759399414,324056000,APPLE
2020-03-18,59.942501068115234,62.5,59.279998779296875,61.66749954223633,60.831607818603516,300233600,APPLE
2020-03-19,61.84749984741211,63.209999084472656,60.65250015258789,61.19499969482422,60.365509033203125,271857200,APPLE
2020-03-20,61.79499816894531,62.95750045776367,57.0,57.310001373291016,56.53316879272461,401693200,APPLE
2020-03-23,57.02000045776367,57.125,53.15250015258789,56.092498779296875,55.33216857910156,336752800,APPLE
2020-03-24,59.09000015258789,61.92250061035156,58.57500076293945,61.720001220703125,60.88339614868164,287531200,APPLE
2020-03-25,62.6875,64.5625,61.07500076293945,61.380001068115234,60.548004150390625,303602000,APPLE
2020-03-26,61.630001068115234,64.66999816894531,61.59000015258789,64.61000061035156,63.73421859741211,252087200,APPLE
2020-03-27,63.1875,63.967498779296875,61.76250076293945,61.935001373291016,61.09547805786133,204216800,APPLE
2020-03-30,62.685001373291016,63.880001068115234,62.349998474121094,63.70249938964844,62.839019775390625,167976400,APPLE
2020-03-31,63.900001525878906,65.62249755859375,63.0,63.5724983215332,62.71078109741211,197002000,APPLE
2020-04-01,61.625,62.18000030517578,59.782501220703125,60.227500915527344,59.41112518310547,176218400,APPLE
2020-04-02,60.084999084472656,61.287498474121094,59.224998474121094,61.23249816894531,60.402496337890625,165934000,APPLE
2020-04-03,60.70000076293945,61.42499923706055,59.74250030517578,60.352500915527344,59.534427642822266,129880000,APPLE
2020-04-06,62.724998474121094,65.77749633789062,62.345001220703125,65.61750030517578,64.72805786132812,201820400,APPLE
2020-04-07,67.69999694824219,67.92500305175781,64.75,64.85749816894531,63.978363037109375,202887200,APPLE
2020-04-08,65.68499755859375,66.84249877929688,65.30750274658203,66.51750183105469,65.6158676147461,168895200,APPLE
2020-04-09,67.17500305175781,67.51750183105469,66.17500305175781,66.99749755859375,66.08934783935547,161834800,APPLE
2020-04-13,67.07749938964844,68.42500305175781,66.4574966430664,68.3125,67.38652801513672,131022800,APPLE
2020-04-14,70.0,72.0625,69.51249694824219,71.76249694824219,70.78976440429688,194994800,APPLE
2020-04-15,70.5999984741211,71.5824966430664,70.15750122070312,71.10749816894531,70.14363861083984,131154400,APPLE
2020-04-16,71.84500122070312,72.05000305175781,70.5875015258789,71.67250061035156,70.70097351074219,157125200,APPLE
2020-04-17,71.17250061035156,71.73750305175781,69.21499633789062,70.69999694824219,69.7416763305664,215250000,APPLE
2020-04-20,69.48750305175781,70.41999816894531,69.2125015258789,69.23249816894531,68.29405212402344,130015200,APPLE
2020-04-21,69.06999969482422,69.3125,66.35749816894531,67.09249877929688,66.18306732177734,180991600,APPLE
2020-04-22,68.40249633789062,69.4749984741211,68.05000305175781,69.0250015258789,68.0893783569336,116862400,APPLE
2020-04-23,68.96749877929688,70.4375,68.71749877929688,68.75749969482422,67.82550048828125,124814400,APPLE
2020-04-24,69.30000305175781,70.75250244140625,69.25,70.74250030517578,69.78359985351562,126161200,APPLE
2020-04-27,70.44999694824219,71.13500213623047,69.98750305175781,70.7925033569336,69.83291625976562,117087600,APPLE
2020-04-28,71.2699966430664,71.4574966430664,69.55000305175781,69.6449966430664,68.70095825195312,112004800,APPLE
2020-04-29,71.18250274658203,72.4175033569336,70.97250366210938,71.93250274658203,70.95747375488281,137280800,APPLE
